Season,T1TeamID,T2TeamID,T1Score_sum,T1Score_max,T1Score_min,T1Score_mean,T1FGM_sum,T1FGM_max,T1FGM_min,T1FGM_mean,T1FGA_sum,T1FGA_max,T1FGA_min,T1FGA_mean,T1FGM3_sum,T1FGM3_max,T1FGM3_min,T1FGM3_mean,T1FGA3_sum,T1FGA3_max,T1FGA3_min,T1FGA3_mean,T1FTM_sum,T1FTM_max,T1FTM_min,T1FTM_mean,T1FTA_sum,T1FTA_max,T1FTA_min,T1FTA_mean,T1OR_sum,T1OR_max,T1OR_min,T1OR_mean,T1DR_sum,T1DR_max,T1DR_min,T1DR_mean,T1Ast_sum,T1Ast_max,T1Ast_min,T1Ast_mean,T1TO_sum,T1TO_max,T1TO_min,T1TO_mean,T1Stl_sum,T1Stl_max,T1Stl_min,T1Stl_mean,T1Blk_sum,T1Blk_max,T1Blk_min,T1Blk_mean,T1PF_sum,T1PF_max,T1PF_min,T1PF_mean,T1Loc_A_sum,T1Loc_A_mean,T1Loc_H_sum,T1Loc_H_mean,T1win_sum,T1win_mean,T2Score_sum,T2Score_max,T2Score_min,T2Score_mean,T2FGM_sum,T2FGM_max,T2FGM_min,T2FGM_mean,T2FGA_sum,T2FGA_max,T2FGA_min,T2FGA_mean,T2FGM3_sum,T2FGM3_max,T2FGM3_min,T2FGM3_mean,T2FGA3_sum,T2FGA3_max,T2FGA3_min,T2FGA3_mean,T2FTM_sum,T2FTM_max,T2FTM_min,T2FTM_mean,T2FTA_sum,T2FTA_max,T2FTA_min,T2FTA_mean,T2OR_sum,T2OR_max,T2OR_min,T2OR_mean,T2DR_sum,T2DR_max,T2DR_min,T2DR_mean,T2Ast_sum,T2Ast_max,T2Ast_min,T2Ast_mean,T2TO_sum,T2TO_max,T2TO_min,T2TO_mean,T2Stl_sum,T2Stl_max,T2Stl_min,T2Stl_mean,T2Blk_sum,T2Blk_max,T2Blk_min,T2Blk_mean,T2PF_sum,T2PF_max,T2PF_min,T2PF_mean,T2Loc_A_sum,T2Loc_A_mean,T2Loc_H_sum,T2Loc_H_mean,T2win_sum,T2win_mean,T1win,T1n_coach,T2n_coach,T1Seed,T2Seed,T1538rating,T2538rating,T1FirstD1Season,T1div1period,T2FirstD1Season,T2div1period,T1conf_rate,T2conf_rate,T1distmax,T1distmin,T1distsum,T1distmean,T2distmax,T2distmin,T2distsum,T2distmean
2006,1305,1285,2239,90,50,72.2258064516129,801,34,17,25.838709677419356,1771,71,47,57.12903225806452,168,12,1,5.419354838709677,467,24,8,15.064516129032258,469,29,2,15.129032258064516,651,38,5,21.0,392,20,6,12.64516129032258,796,32,13,25.677419354838708,476,24,7,15.35483870967742,402,24,7,12.96774193548387,167,11,2,5.387096774193548,147,11,1,4.741935483870968,504,27,9,16.258064516129032,11,0.3548387096774194,19,0.6129032258064516,26,0.8387096774193549,2110,98,67,78.14814814814815,751,36,20,27.814814814814813,1535,71,47,56.851851851851855,201,14,3,7.444444444444445,525,28,12,19.444444444444443,407,26,3,15.074074074074074,571,34,6,21.14814814814815,299,20,5,11.074074074074074,650,32,17,24.074074074074073,478,25,5,17.703703703703702,382,23,8,14.148148148148149,197,11,4,7.296296296296297,79,7,0,2.925925925925926,508,28,11,18.814814814814813,9,0.3333333333333333,16,0.5925925925925926,21,0.7777777777777778,0,1,1,5,12,82.88666666666667,76.48,1985,30,1985,30,0.515,0.49,38.75730639684163,0.01552565559452941,216.4906258953685,7.227363093517558,30.721531195569817,0.014944001081705198,183.63748447396756,6.375195399192448
2013,1332,1329,2439,95,46,71.73529411764706,866,38,16,25.470588235294116,1937,81,42,56.970588235294116,171,9,2,5.029411764705882,530,28,7,15.588235294117647,536,27,2,15.764705882352942,755,37,2,22.205882352941178,416,24,4,12.235294117647058,856,35,15,25.176470588235293,442,20,4,13.0,507,23,7,14.911764705882353,289,14,3,8.5,136,8,1,4.0,591,28,11,17.38235294117647,8,0.23529411764705882,22,0.6470588235294118,26,0.7647058823529411,2316,91,54,72.375,793,32,18,24.78125,1802,72,43,56.3125,178,12,2,5.5625,563,27,8,17.59375,552,26,7,17.25,736,39,11,23.0,348,19,3,10.875,817,40,12,25.53125,386,19,6,12.0625,397,24,5,12.40625,240,15,4,7.5,152,8,1,4.75,575,26,11,17.96875,7,0.21875,20,0.625,24,0.75,1,1,1,12,5,85.6325,84.79499999999999,1985,30,1985,30,0.552,0.556,20.640224223168893,0.015892463837302175,152.50585755859024,4.485466398782066,35.636394473528355,0.019133344168241546,182.73535704517198,5.710479907661624
2010,1242,1320,2780,112,57,81.76470588235294,971,40,18,28.558823529411764,1988,77,43,58.470588235294116,247,14,1,7.264705882352941,604,34,5,17.764705882352942,591,28,9,17.38235294117647,843,40,10,24.794117647058822,440,23,7,12.941176470588236,938,38,15,27.58823529411765,583,29,10,17.147058823529413,441,23,6,12.970588235294118,286,21,3,8.411764705882353,218,11,0,6.411764705882353,621,25,10,18.264705882352942,9,0.2647058823529412,20,0.5882352941176471,32,0.9411764705882353,2026,84,51,63.3125,688,35,16,21.5,1597,63,40,49.90625,211,14,2,6.59375,598,30,9,18.6875,439,22,5,13.71875,582,33,6,18.1875,305,15,4,9.53125,734,33,15,22.9375,341,19,4,10.65625,337,20,5,10.53125,176,10,2,5.5,64,7,0,2.0,511,23,8,15.96875,9,0.28125,17,0.53125,28,0.875,0,1,1,1,9,90.24199999999999,80.24,1985,30,1985,30,0.584,0.537,23.504759326400258,0.026875523083278206,106.48235781646385,3.131834053425407,36.66770103155749,0.029851853115013427,188.24776566020623,5.882742676881445
2013,1361,1328,2048,88,45,68.26666666666667,728,32,17,24.266666666666666,1685,72,44,56.166666666666664,177,13,1,5.9,546,29,10,18.2,415,27,5,13.833333333333334,607,41,8,20.233333333333334,324,21,4,10.8,776,35,16,25.866666666666667,361,22,4,12.033333333333333,358,19,4,11.933333333333334,197,14,2,6.566666666666666,131,9,0,4.366666666666666,456,23,9,15.2,5,0.16666666666666666,18,0.6,20,0.6666666666666666,2205,90,47,71.12903225806451,780,32,16,25.161290322580644,1789,71,49,57.70967741935484,154,10,0,4.967741935483871,472,26,6,15.225806451612904,491,39,7,15.838709677419354,646,45,11,20.838709677419356,369,21,5,11.903225806451612,770,33,17,24.838709677419356,384,20,6,12.387096774193548,367,18,5,11.838709677419354,200,12,1,6.451612903225806,87,7,1,2.806451612903226,537,27,11,17.322580645161292,7,0.22580645161290322,19,0.6129032258064516,20,0.6451612903225806,1,1,1,7,10,83.655,84.62,1985,30,1985,30,0.573,0.556,42.36911186236287,0.10879257994643216,243.56643109030256,8.118881036343419,18.040571465612047,0.017801216088795802,116.22510876211783,3.7491970568425104
2003,1393,1120,2323,109,54,80.10344827586206,848,45,19,29.24137931034483,1804,82,44,62.206896551724135,152,11,1,5.241379310344827,460,26,9,15.862068965517242,475,29,5,16.379310344827587,685,41,8,23.620689655172413,415,30,5,14.310344827586206,780,36,17,26.896551724137932,434,28,7,14.96551724137931,395,26,4,13.620689655172415,241,12,3,8.310344827586206,211,13,2,7.275862068965517,481,26,10,16.586206896551722,6,0.20689655172413793,20,0.6896551724137931,24,0.8275862068965517,2103,100,45,70.1,771,41,16,25.7,1641,70,42,54.7,169,10,2,5.633333333333334,490,33,8,16.333333333333332,392,26,3,13.066666666666666,592,37,8,19.733333333333334,358,18,5,11.933333333333334,677,37,13,22.566666666666666,402,24,5,13.4,477,26,8,15.9,241,15,4,8.033333333333333,149,10,1,4.966666666666667,491,24,7,16.366666666666667,7,0.23333333333333334,18,0.6,19,0.6333333333333333,1,1,1,3,10,82.875,86.53,1985,30,1985,30,0.562,0.569,22.3663074510052,0.015229550671310179,122.91870222625336,3.9568022899570625,27.650290169548253,0.021888748321456757,134.6102998521072,4.322732078875988
2004,1104,1393,2094,101,45,72.20689655172414,722,40,16,24.896551724137932,1595,75,40,55.0,207,16,3,7.137931034482759,540,32,11,18.620689655172413,443,26,6,15.275862068965518,634,43,9,21.862068965517242,328,20,5,11.310344827586206,696,37,18,24.0,344,20,8,11.862068965517242,385,19,7,13.275862068965518,187,13,1,6.448275862068965,90,8,0,3.103448275862069,532,27,11,18.344827586206897,8,0.27586206896551724,17,0.5862068965517241,17,0.5862068965517241,2042,101,45,72.92857142857143,775,45,15,27.678571428571427,1673,79,47,59.75,121,8,1,4.321428571428571,388,22,8,13.857142857142858,371,28,5,13.25,583,44,10,20.821428571428573,390,19,7,13.928571428571429,692,39,17,24.714285714285715,430,27,9,15.357142857142858,358,25,7,12.785714285714286,221,13,5,7.892857142857143,192,14,0,6.857142857142857,494,26,10,17.642857142857142,9,0.32142857142857145,17,0.6071428571428571,21,0.75,1,1,1,8,5,85.565,82.875,1985,30,1985,30,0.575,0.52,19.99512493113318,0.030321562420985167,109.12050146372272,3.4857010129245753,22.3663074510052,0.015229550671310179,122.91870222625336,3.9568022899570625
2008,1390,1266,2332,111,52,70.66666666666667,820,43,17,24.848484848484848,1827,71,41,55.36363636363637,178,12,1,5.393939393939394,495,31,7,15.0,514,25,3,15.575757575757576,739,39,3,22.393939393939394,435,23,4,13.181818181818182,847,33,18,25.666666666666668,469,25,8,14.212121212121213,405,19,5,12.272727272727273,144,10,0,4.363636363636363,171,9,0,5.181818181818182,566,28,10,17.151515151515152,8,0.24242424242424243,21,0.6363636363636364,26,0.7878787878787878,2429,100,51,75.90625,848,40,16,26.5,1899,74,48,59.34375,229,12,0,7.15625,638,28,12,19.9375,504,24,5,15.75,719,38,7,22.46875,434,25,6,13.5625,742,37,13,23.1875,484,26,2,15.125,424,21,7,13.25,303,17,5,9.46875,123,9,1,3.84375,670,29,12,20.9375,7,0.21875,20,0.625,23,0.71875,1,1,1,3,6,85.11957286491614,83.71000000000001,1985,30,1985,30,0.565,0.561,56.357375631452584,0.004961970960224345,238.20310813866277,7.848203686161804,28.70886044295516,0.02466064244520019,196.50885576195927,6.318897683625002
2006,1130,1334,2385,92,58,74.53125,844,38,17,26.375,1725,72,38,53.90625,192,10,2,6.0,515,25,10,16.09375,505,30,5,15.78125,752,50,10,23.5,417,23,6,13.03125,709,33,10,22.15625,570,28,11,17.8125,426,24,6,13.3125,190,14,0,5.9375,137,11,1,4.28125,528,27,6,16.5,10,0.3125,16,0.5,25,0.78125,2138,99,60,73.72413793103448,770,37,18,26.551724137931036,1587,67,40,54.724137931034484,187,14,3,6.448275862068965,486,25,10,16.75862068965517,411,29,3,14.172413793103448,551,37,7,19.0,286,18,4,9.862068965517242,734,39,16,25.310344827586206,454,26,8,15.655172413793103,364,19,8,12.551724137931034,172,12,1,5.931034482758621,61,6,0,2.103448275862069,446,23,6,15.379310344827585,12,0.41379310344827586,14,0.4827586206896552,22,0.7586206896551724,1,1,1,4,13,85.11957286491614,85.11957286491617,1985,30,1985,30,0.566,0.463,29.727197673097074,0.01329019035332812,182.78745614721035,6.05400109165078,32.93543623405107,2.386621524486274,293.0680185768082,10.417837657911445
2005,1368,1329,1655,77,48,61.2962962962963,606,30,15,22.444444444444443,1340,60,27,49.629629629629626,91,8,0,3.3703703703703702,308,20,4,11.407407407407407,352,26,2,13.037037037037036,559,40,5,20.703703703703702,290,20,3,10.74074074074074,549,28,11,20.333333333333332,298,16,5,11.037037037037036,383,24,8,14.185185185185185,246,15,3,9.11111111111111,103,7,0,3.814814814814815,477,25,12,17.666666666666668,9,0.3333333333333333,15,0.5555555555555556,19,0.7037037037037037,2265,104,57,78.10344827586206,804,36,18,27.724137931034484,1620,65,42,55.86206896551724,205,13,2,7.068965517241379,499,31,7,17.20689655172414,452,27,3,15.586206896551724,585,35,6,20.17241379310345,330,19,5,11.379310344827585,662,36,14,22.82758620689655,482,24,10,16.620689655172413,402,23,5,13.862068965517242,202,12,3,6.9655172413793105,78,7,0,2.689655172413793,538,29,11,18.551724137931036,8,0.27586206896551724,16,0.5517241379310345,23,0.7931034482758621,0,1,1,15,2,85.11957286491614,84.79499999999999,1985,30,1985,30,0.45,0.566,17.873664605597416,0.015051238057048182,108.61223283370592,3.903048883518999,25.610041001802067,0.019133344168241546,145.79594395331503,4.7266065115557
2004,1272,1329,2060,94,60,73.57142857142857,693,32,20,24.75,1642,73,41,58.642857142857146,244,16,3,8.714285714285714,678,37,15,24.214285714285715,430,24,8,15.357142857142858,650,33,12,23.214285714285715,377,22,5,13.464285714285714,704,36,13,25.142857142857142,400,22,4,14.285714285714286,362,21,7,12.928571428571429,209,14,3,7.464285714285714,143,14,2,5.107142857142857,510,31,10,18.214285714285715,6,0.21428571428571427,20,0.7142857142857143,21,0.75,2268,96,57,78.20689655172414,838,37,22,28.896551724137932,1634,73,46,56.3448275862069,140,9,1,4.827586206896552,370,24,6,12.758620689655173,452,24,6,15.586206896551724,650,32,10,22.413793103448278,330,22,1,11.379310344827585,701,31,14,24.17241379310345,466,25,9,16.06896551724138,390,22,8,13.448275862068966,228,16,1,7.862068965517241,104,9,1,3.586206896551724,563,27,13,19.413793103448278,7,0.2413793103448276,16,0.5517241379310345,26,0.896551724137931,0,1,1,7,2,85.11957286491614,84.79499999999999,1985,30,1985,30,0.541,0.508,24.615965426956457,0.11565942893486127,151.65242819004595,4.798222410148752,25.610041001802067,0.019133344168241546,145.79594395331503,4.7266065115557
